wlb_dur2_phon2_ka2_1.wav,wlb_dur2_phon2_ka2_1.wav,7
wlb_dur2_phon2_ka2_1.wav,wlb_dur2_phon2_ka5_1.wav,7
wlb_dur2_phon2_ka2_1.wav,wlb_dur2_phon5_ka2_1.wav,7
wlb_dur2_phon2_ka2_1.wav,wlb_dur5_phon2_ka5_1.wav,7
wlb_dur2_phon2_ka2_1.wav,wlb_dur5_phon5_ka2_1.wav,7
wlb_dur2_phon2_ka2_1.wav,wlb_dur5_phon5_ka5_1.wav,7
wlb_dur2_phon2_ka5_1.wav,wlb_dur2_phon2_ka2_1.wav,7
wlb_dur2_phon2_ka5_1.wav,wlb_dur2_phon2_ka5_1.wav,7
wlb_dur2_phon2_ka5_1.wav,wlb_dur2_phon5_ka2_1.wav,7
wlb_dur2_phon2_ka5_1.wav,wlb_dur5_phon2_ka5_1.wav,7
wlb_dur2_phon2_ka5_1.wav,wlb_dur5_phon5_ka2_1.wav,7
wlb_dur2_phon2_ka5_1.wav,wlb_dur5_phon5_ka5_1.wav,7
wlb_dur2_phon5_ka2_1.wav,wlb_dur2_phon2_ka2_1.wav,7
wlb_dur2_phon5_ka2_1.wav,wlb_dur2_phon2_ka5_1.wav,7
wlb_dur2_phon5_ka2_1.wav,wlb_dur2_phon5_ka2_1.wav,7
wlb_dur2_phon5_ka2_1.wav,wlb_dur5_phon2_ka5_1.wav,7
wlb_dur2_phon5_ka2_1.wav,wlb_dur5_phon5_ka2_1.wav,7
wlb_dur2_phon5_ka2_1.wav,wlb_dur5_phon5_ka5_1.wav,7
wlb_dur5_phon2_ka5_1.wav,wlb_dur2_phon2_ka2_1.wav,7
wlb_dur5_phon2_ka5_1.wav,wlb_dur2_phon2_ka5_1.wav,7
wlb_dur5_phon2_ka5_1.wav,wlb_dur2_phon5_ka2_1.wav,7
wlb_dur5_phon2_ka5_1.wav,wlb_dur5_phon2_ka5_1.wav,7
wlb_dur5_phon2_ka5_1.wav,wlb_dur5_phon5_ka2_1.wav,7
wlb_dur5_phon2_ka5_1.wav,wlb_dur5_phon5_ka5_1.wav,7
wlb_dur5_phon5_ka2_1.wav,wlb_dur2_phon2_ka2_1.wav,7
wlb_dur5_phon5_ka2_1.wav,wlb_dur2_phon2_ka5_1.wav,7
wlb_dur5_phon5_ka2_1.wav,wlb_dur2_phon5_ka2_1.wav,7
wlb_dur5_phon5_ka2_1.wav,wlb_dur5_phon2_ka5_1.wav,7
wlb_dur5_phon5_ka2_1.wav,wlb_dur5_phon5_ka2_1.wav,7
wlb_dur5_phon5_ka2_1.wav,wlb_dur5_phon5_ka5_1.wav,7
wlb_dur5_phon5_ka5_1.wav,wlb_dur2_phon2_ka2_1.wav,7
wlb_dur5_phon5_ka5_1.wav,wlb_dur2_phon2_ka5_1.wav,7
wlb_dur5_phon5_ka5_1.wav,wlb_dur2_phon5_ka2_1.wav,7
wlb_dur5_phon5_ka5_1.wav,wlb_dur5_phon2_ka5_1.wav,7
